sequence_id,source_video_id,subject_id,label,class,split
P002S02G11B00H00UC062001LC032001A019R0_08310854_f00090_f00179,P002S02G11B00H00UC062001LC032001A019R0_08310854,P002,1,wave_hands,train
P002S02G11B00H00UC062001LC032001A019R0_08310854_f00111_f00200,P002S02G11B00H00UC062001LC032001A019R0_08310854,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00000_f00089,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00030_f00119,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00060_f00149,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00090_f00179,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00120_f00209,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00150_f00239,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00180_f00269,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00210_f00299,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00240_f00329,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00270_f00359,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P002S03G10B00H00UC062000LC092000A019R0_09071427_f00275_f00364,P002S03G10B00H00UC062000LC092000A019R0_09071427,P002,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00000_f00089,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00030_f00119,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00060_f00149,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00090_f00179,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00120_f00209,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00150_f00239,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00180_f00269,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00210_f00299,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P003S00G10B50H30UC012000LC021000A019R0_08251032_f00229_f00318,P003S00G10B50H30UC012000LC021000A019R0_08251032,P003,1,wave_hands,train
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00000_f00089,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00030_f00119,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00060_f00149,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00090_f00179,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00120_f00209,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P004S00G10B50H40UC092000LC022000A019R0_08251032_f00131_f00220,P004S00G10B50H40UC092000LC022000A019R0_08251032,P004,1,wave_hands,validation
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00000_f00089,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00030_f00119,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00060_f00149,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00090_f00179,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00120_f00209,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00150_f00239,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00180_f00269,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B30H20UC022000LC022000A019R0_08260856_f00187_f00276,P005S00G10B30H20UC022000LC022000A019R0_08260856,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00000_f00089,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00030_f00119,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00060_f00149,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00090_f00179,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00120_f00209,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00150_f00239,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P005S00G10B50H10UC022000LC022000A019R0_08251425_f00158_f00247,P005S00G10B50H10UC022000LC022000A019R0_08251425,P005,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00000_f00089,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00030_f00119,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00060_f00149,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00090_f00179,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00120_f00209,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S00G10B10H10UC072000LC022000A019R0_08251156_f00132_f00221,P006S00G10B10H10UC072000LC022000A019R0_08251156,P006,1,wave_hands,train
P006S04G11B30H20UC072001LC022001A019R0_08311746_f00090_f00179,P006S04G11B30H20UC072001LC022001A019R0_08311746,P006,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00000_f00089,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00030_f00119,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00060_f00149,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00090_f00179,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00120_f00209,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00150_f00239,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P007S02G10B00H00UC022000LC022000A019R0_09011655_f00176_f00265,P007S02G10B00H00UC022000LC022000A019R0_09011655,P007,1,wave_hands,train
P008S00G20B50H40UC041000LC031000A019R0_08251156_f00030_f00119,P008S00G20B50H40UC041000LC031000A019R0_08251156,P008,1,wave_hands,train
P008S00G20B50H40UC041000LC031000A019R0_08251156_f00060_f00149,P008S00G20B50H40UC041000LC031000A019R0_08251156,P008,1,wave_hands,train
P008S00G20B50H40UC041000LC031000A019R0_08251156_f00090_f00179,P008S00G20B50H40UC041000LC031000A019R0_08251156,P008,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00000_f00089,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00030_f00119,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00060_f00149,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00090_f00179,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00120_f00209,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00150_f00239,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00180_f00269,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00210_f00299,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00240_f00329,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S00G10B10H10UC032000LC032000A019R0_08251425_f00246_f00335,P009S00G10B10H10UC032000LC032000A019R0_08251425,P009,1,wave_hands,train
P009S02G10B00H00UC042000LC062000A019R0_09011558_f00000_f00089,P009S02G10B00H00UC042000LC062000A019R0_09011558,P009,1,wave_hands,train
P009S02G10B00H00UC042000LC062000A019R0_09011558_f00030_f00119,P009S02G10B00H00UC042000LC062000A019R0_09011558,P009,1,wave_hands,train
P009S02G10B00H00UC042000LC062000A019R0_09011558_f00150_f00239,P009S02G10B00H00UC042000LC062000A019R0_09011558,P009,1,wave_hands,train
P009S02G10B00H00UC042000LC062000A019R0_09011558_f00180_f00269,P009S02G10B00H00UC042000LC062000A019R0_09011558,P009,1,wave_hands,train
P009S02G10B00H00UC042000LC062000A019R0_09011558_f00182_f00271,P009S02G10B00H00UC042000LC062000A019R0_09011558,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00000_f00089,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00030_f00119,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00060_f00149,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00090_f00179,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00120_f00209,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00150_f00239,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00180_f00269,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P009S03G10B00H20UC011000LC032000A019R0_09271533_f00195_f00284,P009S03G10B00H20UC011000LC032000A019R0_09271533,P009,1,wave_hands,train
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00000_f00089,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00030_f00119,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00060_f00149,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00090_f00179,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00120_f00209,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00150_f00239,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00180_f00269,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00210_f00299,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B40H30UC072000LC061000A019R0_08251425_f00212_f00301,P010S00G10B40H30UC072000LC061000A019R0_08251425,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00000_f00089,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00030_f00119,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00060_f00149,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00090_f00179,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00120_f00209,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00150_f00239,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P010S00G10B50H50UC072000LC091000A019R0_08261755_f00156_f00245,P010S00G10B50H50UC072000LC091000A019R0_08261755,P010,1,wave_hands,validation
P011S00G10B40H40UC022000LC022000A019R0_08251712_f00000_f00089,P011S00G10B40H40UC022000LC022000A019R0_08251712,P011,1,wave_hands,validation
P011S00G10B40H40UC022000LC022000A019R0_08251712_f00030_f00119,P011S00G10B40H40UC022000LC022000A019R0_08251712,P011,1,wave_hands,validation
P011S00G10B40H40UC022000LC022000A019R0_08251712_f00060_f00149,P011S00G10B40H40UC022000LC022000A019R0_08251712,P011,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00000_f00089,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00030_f00119,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00060_f00149,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00090_f00179,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00120_f00209,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00150_f00239,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00180_f00269,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P012S00G20B50H50UC072000LC102000A019R0_08251712_f00210_f00299,P012S00G20B50H50UC072000LC102000A019R0_08251712,P012,1,wave_hands,validation
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00000_f00089,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00030_f00119,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00060_f00149,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00090_f00179,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00120_f00209,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00150_f00239,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S00G10B50H40UC032000LC021000A019R0_08260955_f00154_f00243,P013S00G10B50H40UC032000LC021000A019R0_08260955,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00000_f00089,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00030_f00119,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00060_f00149,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00090_f00179,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00120_f00209,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00150_f00239,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00180_f00269,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P013S01G10B00H00UC022000LC031000A019R0_09051529_f00203_f00292,P013S01G10B00H00UC022000LC031000A019R0_09051529,P013,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00000_f00089,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00030_f00119,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00060_f00149,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00090_f00179,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00120_f00209,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00150_f00239,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00180_f00269,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P014S00G10B40H20UC072000LC022000A019R0_08261035_f00196_f00285,P014S00G10B40H20UC072000LC022000A019R0_08261035,P014,1,wave_hands,train
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00000_f00089,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00030_f00119,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00060_f00149,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00090_f00179,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00120_f00209,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P018S02G10B00H10UC012000LC022000A019R0_09111438_f00123_f00212,P018S02G10B00H10UC012000LC022000A019R0_09111438,P018,1,wave_hands,test
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00000_f00089,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00030_f00119,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00060_f00149,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00090_f00179,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00120_f00209,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P020S00G20B50H40UC022000LC041000A019R0_08261615_f00125_f00214,P020S00G20B50H40UC022000LC041000A019R0_08261615,P020,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00000_f00089,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00030_f00119,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00060_f00149,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00090_f00179,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00120_f00209,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00150_f00239,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00180_f00269,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P021S00G10B50H50UC032000LC051000A019R0_08261651_f00200_f00289,P021S00G10B50H50UC032000LC051000A019R0_08261651,P021,1,wave_hands,train
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00000_f00089,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00030_f00119,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00060_f00149,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00090_f00179,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00120_f00209,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00150_f00239,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00180_f00269,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P022S01G10B00H10UC072000LC021000A019R0_09071055_f00201_f00290,P022S01G10B00H10UC072000LC021000A019R0_09071055,P022,1,wave_hands,test
P023S00G10B00H20UC022000LC021000A019R0_08270936_f00000_f00089,P023S00G10B00H20UC022000LC021000A019R0_08270936,P023,1,wave_hands,train
P023S00G10B00H20UC022000LC021000A019R0_08270936_f00030_f00119,P023S00G10B00H20UC022000LC021000A019R0_08270936,P023,1,wave_hands,train
P023S00G10B00H20UC022000LC021000A019R0_08270936_f00060_f00149,P023S00G10B00H20UC022000LC021000A019R0_08270936,P023,1,wave_hands,train
P023S00G10B00H20UC022000LC021000A019R0_08270936_f00090_f00179,P023S00G10B00H20UC022000LC021000A019R0_08270936,P023,1,wave_hands,train
P023S00G10B00H20UC022000LC021000A019R0_08270936_f00111_f00200,P023S00G10B00H20UC022000LC021000A019R0_08270936,P023,1,wave_hands,train
P024S00G10B00H20UC062000LC062000A019R0_08271122_f00000_f00089,P024S00G10B00H20UC062000LC062000A019R0_08271122,P024,1,wave_hands,train
P024S00G10B00H20UC062000LC062000A019R0_08271122_f00030_f00119,P024S00G10B00H20UC062000LC062000A019R0_08271122,P024,1,wave_hands,train
P024S00G10B00H20UC062000LC062000A019R0_08271122_f00060_f00149,P024S00G10B00H20UC062000LC062000A019R0_08271122,P024,1,wave_hands,train
P024S00G10B00H20UC062000LC062000A019R0_08271122_f00090_f00179,P024S00G10B00H20UC062000LC062000A019R0_08271122,P024,1,wave_hands,train
P024S00G10B00H20UC062000LC062000A019R0_08271122_f00120_f00209,P024S00G10B00H20UC062000LC062000A019R0_08271122,P024,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00000_f00089,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00030_f00119,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00060_f00149,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00090_f00179,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00120_f00209,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P025S00G20B00H00UC072000LC031000A019R0_08271446_f00149_f00238,P025S00G20B00H00UC072000LC031000A019R0_08271446,P025,1,wave_hands,train
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00000_f00089,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00030_f00119,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00060_f00149,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00090_f00179,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00120_f00209,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00150_f00239,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H00UC022000LC092000A019R0_09031030_f00161_f00250,P027S00G10B00H00UC022000LC092000A019R0_09031030,P027,1,wave_hands,test
P027S00G10B00H40UC022000LC062000A019R0_08271628_f00000_f00089,P027S00G10B00H40UC022000LC062000A019R0_08271628,P027,1,wave_hands,test
